variables,type,units,values,description
rotorse.rc.layer_volume,output,m**3,"[ 1.08944063 10.66203991  6.10003397  6.10003397  0.16864817  1.38511864
  1.38511864  5.96045911  3.75192887  3.09843954  6.60958031 10.45833652
  0.20422392  4.29528859  0.20422392  0.19925043  4.18716435  0.19925043]","Volumes of each layer used in the blade, ignoring the scrap factor"
rotorse.rc.mat_volume,output,m**3,"[ 1.08944063  0.          0.          0.          2.93888545 12.20006793
  0.8069487  21.12037643 27.90286077  0.          0.        ]","Volumes of each material used in the blade, ignoring the scrap factor. For laminates, this is the wet volume"
rotorse.rc.mat_mass,output,kg,"[ 1345.45918098     0.             0.             0.
  5701.43777893 14884.08287991  1565.48048304 40973.5302764
  3627.3719005      0.           328.4692764 ]","Masses of each material used in the blade, ignoring the scrap factor. For laminates, this is the wet mass."
rotorse.rc.mat_cost,output,USD,"[ 9727.6698785      0.             0.             0.
  7943.68591131 70948.08737208  3499.16950394 87310.30108906
 47155.83470654 90086.31858277  2956.22348764]","Costs of each material used in the blade, ignoring the scrap factor. For laminates, this is the cost of the dry fabric."
rotorse.rc.mat_cost_scrap,output,USD,"[ 12159.58734813      0.              0.              0.
   8340.87020688  74495.49174068   4024.04492953 100406.84625242
  56587.00164785  90086.31858277   2956.22348764]","Same as mat_cost, now including the scrap factor."
rotorse.rc.total_labor_hours,output,h,[3225.97042332],Total amount of labor hours per blade.
rotorse.rc.total_skin_mold_gating_ct,output,h,[24.50061468],Total amount of gating cycle time per blade. This is the cycle time required in the main mold that cannot be parallelized unless the number of molds is increased.
rotorse.rc.total_non_gating_ct,output,h,[286.8691726],Total amount of non-gating cycle time per blade. This cycle time can happen in parallel.
rotorse.rc.total_metallic_parts_cost,output,USD,[8885.37895197],"Cost of the metallic parts (bolts, nuts, lightining protection system), excluding the blade joint."
rotorse.rc.total_consumable_cost_w_waste,output,USD,[15452.72272332],Cost of the consumables including the waste.
rotorse.rc.total_blade_mat_cost_w_waste,output,USD,[373394.48587119],Total blade material costs including the waste per blade.
rotorse.rc.total_cost_labor,output,USD,[190799.08392634],Total labor costs per blade.
rotorse.rc.total_cost_utility,output,USD,[4106.86594826],Total utility costs per blade.
rotorse.rc.blade_variable_cost,output,USD,[568300.43574579],"Total blade variable costs per blade (material, labor, utility)."
rotorse.rc.total_cost_equipment,output,USD,[26995.11322496],Total equipment cost per blade.
rotorse.rc.total_cost_tooling,output,USD,[40526.55505925],Total tooling cost per blade.
rotorse.rc.total_cost_building,output,USD,[3228.38594908],Total builting cost per blade.
rotorse.rc.total_maintenance_cost,output,USD,[21156.35723835],Total maintenance cost per blade.
rotorse.rc.total_labor_overhead,output,USD,[57239.7251779],Total labor overhead cost per blade.
rotorse.rc.cost_capital,output,USD,[42403.6190265],Cost of capital per blade.
rotorse.rc.blade_fixed_cost,output,USD,[191549.75567605],"Total blade fixed cost per blade (equipment, tooling, building, maintenance, labor, capital)."
rotorse.rc.total_blade_cost,output,USD,[759850.19142184],Total blade cost (variable and fixed)
rotorse.total_bc.total_blade_cost,output,USD,[759850.19142184],"Total blade cost (variable and fixed). For segmented blades, this is the total of inner+outer+joint"
drivese.hub_E,output,Pa,[1.18e+11],
drivese.hub_G,output,Pa,[4.76e+10],
drivese.hub_rho,output,kg/m**3,[7200.],
drivese.hub_Xy,output,Pa,[2.65e+08],
drivese.hub_wohler_exp,output,,[3.],
drivese.hub_wohler_A,output,,[3.1e+08],
drivese.hub_mat_cost,output,USD/kg,[0.5],
drivese.spinner_rho,output,kg/m**3,[1940.],
drivese.spinner_Xt,output,Pa,[38100000.],
drivese.spinner_mat_cost,output,USD/kg,[1.87],
drivese.lss_Xt,output,Pa,[8.14e+08],
drivese.lss_wohler_exp,output,,[3.],
drivese.lss_wohler_A,output,,[3.55346484e+10],
drivese.lss_cost,output,USD/kg,[0.9],
drivese.hss_E,output,Pa,[0.],
drivese.hss_G,output,Pa,[0.],
drivese.hss_rho,output,kg/m**3,[0.],
drivese.hss_Xy,output,Pa,[0.],
drivese.hss_Xt,output,Pa,[0.],
drivese.hss_wohler_exp,output,,[0.],
drivese.hss_wohler_A,output,,[0.],
drivese.hss_cost,output,USD/kg,[0.],
drivese.bedplate_mat_cost,output,USD/kg,[0.9],
drivese.constr_hub_diameter,output,m,[0.73466864],
drivese.spinner.spinner_diameter,output,m,[8.94],
drivese.hub_system_cost,output,USD,[15635.20807414],
drivese.stage_ratios,output,,[0. 0. 0.],
drivese.L_gearbox,output,m,[0.],
drivese.D_gearbox,output,m,[0.],
drivese.L_lss,output,m,[2.2],
drivese.s_generator,output,m,[1.525],
drivese.constr_length,output,m,[1.7500302],
drivese.L_nose,output,m,[2.1],
drivese.D_bearing1,output,m,[0.3],
drivese.D_bearing2,output,m,[0.3],
drivese.constr_access,output,m,"[[0.1 0. ]
 [0.1 0. ]]",
drivese.constr_ecc,output,m,[0.12504644],
drivese.bear1.mb_max_defl_ang,output,rad,[0.00872665],
drivese.bear1.mb_mass,output,kg,[48092.00178654],
drivese.bear1.mb_I,output,kg*m**2,[59002.87469186 29771.95485598 29771.95485598],
drivese.bear2.mb_max_defl_ang,output,rad,[0.078],
drivese.bear2.mb_mass,output,kg,[13479.28387693],
drivese.bear2.mb_I,output,kg*m**2,[16537.39640651  8344.51917506  8344.51917506],
drivese.lss_rpm,output,rpm,"[5.         5.131539   5.26307799 5.39461699 5.52615599 5.65769498
 5.78923398 5.92077298 6.05231197 6.18385097 6.31538996 6.44692896
 6.57846796 6.71000695 6.84154595 6.97308495 7.10462394 7.23616294
 7.36770194 7.49924093]",
drivese.hss_rpm,output,rpm,"[5.         5.131539   5.26307799 5.39461699 5.52615599 5.65769498
 5.78923398 5.92077298 6.05231197 6.18385097 6.31538996 6.44692896
 6.57846796 6.71000695 6.84154595 6.97308495 7.10462394 7.23616294
 7.36770194 7.49924093]",
drivese.generator.B_rymax,output,T,[1.63478983],
drivese.generator.B_trmax,output,T,[0.],
drivese.generator.B_tsmax,output,T,[0.],
drivese.generator.B_g1,output,T,[0.],
drivese.generator.B_pm1,output,,[1.14758177],
drivese.generator.N_s,output,,[115.],
drivese.generator.b_s,output,m,[0.05075157],
drivese.generator.b_t,output,m,[0.0808961],
drivese.generator.A_Curcalc,output,mm**2,[0.],
drivese.generator.A_Cuscalc,output,mm**2,[534.58358258],
drivese.generator.b_m,output,,[0.1288363],
drivese.generator.f,output,,"[ 8.33333333  8.55256499  8.77179665  8.99102832  9.21025998  9.42949164
  9.6487233   9.86795496 10.08718662 10.30641828 10.52564994 10.7448816
 10.96411326 11.18334492 11.40257658 11.62180824 11.84103991 12.06027157
 12.27950323 12.49873489]",
drivese.generator.I_s,output,A,"[1860.51169656 1679.5863476  1505.25013895 1334.28751785 1163.21269898
  987.4365403   799.43660812  582.66096243  267.32701924  411.03736867
  620.55454269  761.43200601  869.16613463  956.1334963  1028.50105721
 1089.90680251 1142.72430343 1188.60974336 1228.7754606  1264.14127598]",
drivese.generator.R_s,output,ohm,"[0.03928075 0.03837253 0.0374643  0.03655608 0.03564785 0.03473962
 0.03405846 0.03315023 0.03246906 0.03178789 0.03110672 0.03042555
 0.02997144 0.02929027 0.02883616 0.02815499 0.02770088 0.02724676
 0.02679265 0.02611148]",
drivese.generator.L_s,output,,[0.01948024],
drivese.generator.J_s,output,A/m**2,[6. 6. 6. 6. 6. 6. 6. 6. 6. 6. 6. 6. 6. 6. 6. 6. 6. 6. 6. 6.],
drivese.generator.A_1,output,,"[59958.60193509 52876.41840465 46266.38955031 40017.34664168
 34019.80165282 28143.20895106 22338.20544331 15846.80696328
  7121.17868702 10719.69261868 15837.02186424 19006.79612577
 21372.22401964 22976.36032543 24332.20425079 25175.84397017
 25970.13963334 26570.12037661 27010.18301841 27081.10881447]",
drivese.generator.Losses,output,W,"[420429.88971997 384268.07083703 354652.01489947 330384.22674328
 310560.20839885 294474.75173113 281782.72557106 271489.54554234
 263573.34636847 273642.69187217 289058.20780549 303062.56365035
 316087.01957011 327820.46982672 338950.27408472 348912.61545983
 358561.98546667 367612.52242068 376129.57731538 383626.4505029 ]",
drivese.generator.S,output,,[240.],
drivese.generator.Slot_aspect_ratio,output,,[7.42725566],
drivese.generator.Slot_aspect_ratio1,output,,[0.],
drivese.generator.Slot_aspect_ratio2,output,,[0.],
drivese.generator.J_r,output,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
drivese.generator.L_sm,output,,[0.],
drivese.generator.Q_r,output,,[0.],
drivese.generator.R_R,output,,[0.],
drivese.generator.b_r,output,,[0.],
drivese.generator.b_tr,output,,[0.],
drivese.generator.b_trmin,output,,[0.],
drivese.generator.B_symax,output,T,[1.63455514],
drivese.generator.tau_p,output,m,[0.16104538],
drivese.generator.q,output,N/m**2,[768352.15212278],
drivese.generator.len_ag,output,m,[0.01025247],
drivese.generator.h_t,output,m,[0.43194491],
drivese.generator.tau_s,output,m,[0.13393607],
drivese.generator.J_actual,output,A/m**2,"[2.46094433 2.22162995 1.99103118 1.76489474 1.53860989 1.30610647
 1.05743436 0.77069991 0.35359999 0.54368918 0.82082267 1.00716474
 1.14966731 1.26470116 1.36042351 1.44164639 1.51150939 1.57220318
 1.62533136 1.67211059]",
drivese.generator.T_e,output,N*m,[22187153.3217761],
drivese.generator.twist_r,output,deg,[0.00044422],
drivese.generator.twist_s,output,deg,[9.06759054e-05],
drivese.generator.Structural_mass_rotor,output,kg,[66168.75073986],
drivese.generator.Structural_mass_stator,output,kg,[61098.33578311],
drivese.generator.Mass_tooth_stator,output,kg,[159099.60833031],
drivese.generator.Mass_yoke_rotor,output,kg,[20554.89809625],
drivese.generator.Mass_yoke_stator,output,kg,[18292.21340911],
drivese.generator_cost,output,USD,[5003334.96944369],
drivese.generator.con_uas,output,m,[-0.00438745],
drivese.generator.con_zas,output,m,[0.],
drivese.generator.con_yas,output,m,[-0.00954548],
drivese.generator.con_bst,output,m,[0.],
drivese.generator.con_uar,output,m,[-0.00033433],
drivese.generator.con_yar,output,m,[-0.01083634],
drivese.generator.con_zar,output,m,[0.],
drivese.generator.con_br,output,m,[0.],
drivese.generator.TCr,output,m**3,[15.44223442],
drivese.generator.TCs,output,m**3,[9.91176256],
drivese.generator.con_TC2r,output,m**3,[9.91176256],
drivese.generator.con_TC2s,output,m**3,[9.91176256],
drivese.generator.con_Bsmax,output,T,[1.36816703],
drivese.generator.K_rad_L,output,,[0.2184466],
drivese.generator.K_rad_U,output,,[0.2184466],
drivese.generator.D_ratio_L,output,,[0.],
drivese.generator.D_ratio_U,output,,[0.],
drivese.generator.converter_efficiency,output,,"[0.98545929 0.98546873 0.98547516 0.9854788  0.98547984 0.98547848
 0.98547486 0.98546915 0.98546147 0.98545196 0.98544073 0.98542788
 0.98541351 0.98539771 0.98538057 0.98536215 0.98534254 0.98532179
 0.98529996 0.98527712]",
drivese.generator.transformer_efficiency,output,,"[0.99774909 0.99768596 0.9976212  0.99755479 0.99748674 0.99741706
 0.99734573 0.99727277 0.99719816 0.99712192 0.99704404 0.99696452
 0.99688336 0.99680056 0.99671612 0.99663004 0.99654232 0.99645296
 0.99636197 0.99626933]",
drivese.generator_efficiency,output,,"[0.9568517  0.95907    0.96087272 0.96233527 0.96351465 0.96445533
 0.96517916 0.96574873 0.96616557 0.96545075 0.96439745 0.96342965
 0.96252041 0.9616893  0.96089329 0.9601678  0.95945932 0.95878582
 0.95814326 0.95756219]",
drivese.cover_length,output,m,[5.50003322],
drivese.cover_height,output,m,[11.67918228],
drivese.cover_width,output,m,[11.67918228],
drivese.mean_bearing_mass,output,kg,[30785.64283173],
drivese.total_bedplate_mass,output,kg,[53385.2208981],
drivese.above_yaw_mass,output,kg,[645091.74876661],
drivese.above_yaw_cm,output,m,[-5.12189023 -0.14642829  4.31229428],
drivese.nacelle_I,output,kg*m**2,"[ 9960204.40502785 11781674.02030393 11228038.05253695   464366.12792069
  2773939.21975294  -219563.88391244]",
drivese.above_yaw_I,output,kg*m**2,"[ 9477487.94730463 10619315.41910792 10547284.0369304    483812.12095359
  2201257.23046002  -235936.12945215]",
drivese.above_yaw_I_TT,output,kg*m**2,"[21487369.51185505 39538547.22185913 27484297.41449102        0.
 16449461.85559157   171401.81548771]",
drivese.rotor_mass,output,kg,[279753.49371244],
drivese.rna_mass,output,kg,[953094.14384621],
drivese.rna_cm,output,m,[-7.3451543  -0.09910845  4.60303253],
drivese.rna_I_TT,output,kg*m**2,"[3.78588733e+08 2.72911885e+08 2.53573171e+08 8.51550094e+02
 1.95010988e+07 1.70684866e+05]",
drivese.torq_deflection,output,m,[3.78558309e-05],
drivese.torq_angle,output,rad,[0.00013138],
drivese.lss_axial_stress,output,Pa,"[[17550609.10780404]
 [17454781.13269184]
 [22139723.32622392]
 [22592287.51720216]]",
drivese.lss_shear_stress,output,Pa,"[[  148792.25641557]
 [ 1141403.74469297]
 [ 7065004.75390795]
 [58802180.74527616]]",
drivese.constr_lss_vonmises,output,,"[[0.06351472]
 [0.06356495]
 [0.09153663]
 [0.37750238]]",
drivese.F_torq,output,N,"[[-0.]
 [-0.]
 [-0.]]",
drivese.M_torq,output,N*m,"[[72079612.22281176]
 [      -0.        ]
 [      -0.        ]]",
drivese.lss_axial_load2stress,output,m**2,[1.0976203  0.         0.         0.         1.56430446 1.56430446],
drivese.lss_shear_load2stress,output,m**2,[0.         1.77770979 1.77770979 0.78215223 0.         0.        ],
drivese.constr_shaft_deflection,output,,[0.66436983],
drivese.constr_shaft_angle,output,,[0.23057849],
drivese.mb1_deflection,output,m,[0.00332128],
drivese.mb2_deflection,output,m,[0.00245465],
drivese.stator_deflection,output,m,[0.00214961],
drivese.mb1_angle,output,rad,[0.00014176],
drivese.mb2_angle,output,rad,[0.00016927],
drivese.stator_angle,output,rad,[0.00010292],
drivese.base_F,output,N,"[[ 3787067.13656776]
 [   22429.58550329]
 [-6899732.01640333]]",
drivese.base_M,output,N*m,"[[ -1132298.37353474]
 [-13767289.45065132]
 [  9736599.74635904]]",
drivese.bedplate_nose_axial_stress,output,Pa,"[[15691696.06885849]
 [17379102.9220283 ]
 [19260872.18410257]
 [21472229.84578618]
 [24192038.1568327 ]
 [27672071.09059705]
 [32274570.22135511]
 [38486281.48342524]
 [46727447.33168414]
 [56290844.78223524]
 [62934931.71834534]
 [34882226.83590602]
 [35730576.41486195]
 [10441316.49781936]
 [ 5323935.3284636 ]]",
drivese.bedplate_nose_shear_stress,output,Pa,"[[12076518.2955444 ]
 [ 9369047.88514896]
 [ 6589098.41884309]
 [ 3637514.49367476]
 [ 6801395.23707737]
 [11213018.89390093]
 [16637841.63254773]
 [23501467.68346327]
 [32150385.37273794]
 [41976892.91244155]
 [49532860.77781168]
 [26094810.77539902]
 [14645148.52022705]
 [13856557.75321973]
 [13708823.09274051]]",
drivese.bedplate_nose_bending_stress,output,Pa,"[[ 7131002.73998562]
 [ 8106275.53027417]
 [ 9267866.93472155]
 [10714550.73181694]
 [12580767.35436986]
 [15069157.01790467]
 [18509635.16552094]
 [23445893.56673062]
 [30588046.23067599]
 [39693722.72626042]
 [46684814.60107536]
 [       0.        ]
 [       0.        ]
 [       0.        ]
 [       0.        ]]",
drivese.constr_bedplate_vonmises,output,,"[[0.09029803]
 [0.0801167 ]
 [0.07314642]
 [0.07104615]
 [0.08699246]
 [0.11170875]
 [0.14552345]
 [0.19098012]
 [0.25045859]
 [0.31950106]
 [0.37189689]
 [0.20659351]
 [0.15856197]
 [0.09470902]
 [0.08805368]]",
drivese.constr_mb1_defl,output,,[0.0162449],
drivese.constr_mb2_defl,output,,[0.00217007],
drivese.constr_stator_deflection,output,,[37.72569988],
drivese.constr_stator_angle,output,,[0.18062834],
drivese.drivetrain_spring_constant,output,N*m/rad,[6.97376449e+10],
drivese.drivetrain_damping_coefficient,output,N*m*s/rad,[49391709.96403881],
towerse.height_constraint,output,m,[5.614],
towerse.transition_piece_height,output,m,[15.],
towerse.z_start,output,m,[15.],
towerse.tower_section_height,output,m,[13.    13.    13.    13.    13.    13.    13.    13.    13.    12.386],
towerse.member.sigma_ult,output,Pa,"[4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08]",
towerse.member.wohler_exp,output,,[3. 3. 3. 3. 3. 3. 3. 3. 3. 3.],
towerse.member.wohler_A,output,,"[3.55346484e+10 3.55346484e+10 3.55346484e+10 3.55346484e+10
 3.55346484e+10 3.55346484e+10 3.55346484e+10 3.55346484e+10
 3.55346484e+10 3.55346484e+10]",
towerse.member.ballast_density,output,kg/m**3,[],
towerse.member.ballast_unit_cost,output,USD/kg,[],
towerse.z_param,output,m,"[ 15.     28.     41.     54.     67.     80.     93.    106.    119.
 132.    144.386]",
towerse.member.sec_loc,output,,"[0.         0.11140343 0.22280685 0.33421028 0.4456137  0.55701713
 0.66842056 0.77982398 0.89122741 1.        ]",normalized sectional location
towerse.member.str_tw,output,deg,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],structural twist of section
towerse.member.tw_iner,output,deg,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],inertial twist of section
towerse.member.mass_den,output,kg/m,"[10314.84441173  9488.45146845  8547.4152239   7685.89949132
  6812.65612145  5906.84558821  5081.87694672  4283.49208423
  3625.33520111  4097.4892923 ]",sectional mass per unit length
towerse.member.foreaft_iner,output,kg*m,"[127921.09002862 116871.16014855  99510.67140707  79661.25048117
  60968.50793297  44249.73479503  32223.99918938  24791.60686592
  19975.17330353  21720.14843244]",sectional fore-aft intertia per unit length about the Y_G inertia axis
towerse.member.sideside_iner,output,kg*m,"[127921.09002862 116871.16014855  99510.67140707  79661.25048117
  60968.50793297  44249.73479503  32223.99918938  24791.60686592
  19975.17330353  21720.14843244]",sectional side-side intertia per unit length about the Y_G inertia axis
towerse.member.foreaft_stff,output,N*m**2,"[3.06544668e+12 2.80065085e+12 2.38463147e+12 1.90896838e+12
 1.46102343e+12 1.06038185e+12 7.72202233e+11 5.94095540e+11
 4.78676571e+11 5.20492414e+11]",sectional fore-aft bending stiffness per unit length about the Y_E elastic axis
towerse.member.sideside_stff,output,N*m**2,"[3.06544668e+12 2.80065085e+12 2.38463147e+12 1.90896838e+12
 1.46102343e+12 1.06038185e+12 7.72202233e+11 5.94095540e+11
 4.78676571e+11 5.20492414e+11]",sectional side-side bending stiffness per unit length about the Y_E elastic axis
towerse.member.tor_stff,output,N*m**2,"[2.43089922e+12 2.22091613e+12 1.89101276e+12 1.51381193e+12
 1.15859158e+12 8.40882811e+11 6.12356371e+11 4.71117763e+11
 3.79590521e+11 4.12750484e+11]",sectional torsional stiffness
towerse.member.axial_stff,output,N,"[2.47180551e+11 2.27377222e+11 2.04826629e+11 1.84181632e+11
 1.63255598e+11 1.41549139e+11 1.21779941e+11 1.02647785e+11
 8.68759933e+10 9.81904935e+10]",sectional axial stiffness
towerse.member.cg_offst,output,m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],offset from the sectional center of mass
towerse.member.sc_offst,output,m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],offset from the sectional shear center
towerse.member.tc_offst,output,m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],offset from the sectional tension center
towerse.member.axial_load2stress,output,m**2,"[[0.         0.         0.80912515 0.32621673 0.32621673 0.        ]
 [0.         0.         0.87959558 0.35573874 0.35573874 0.        ]
 [0.         0.         0.97643554 0.40612145 0.40612145 0.        ]
 [0.         0.         1.08588461 0.47868787 0.47868787 0.        ]
 [0.         0.         1.22507284 0.5812364  0.5812364  0.        ]
 [0.         0.         1.41293688 0.73280205 0.73280205 0.        ]
 [0.         0.         1.64230659 0.9258585  0.9258585  0.        ]
 [0.         0.         1.94841028 1.14939425 1.14939425 0.        ]
 [0.         0.         2.30213195 1.39133611 1.39133611 0.        ]
 [0.         0.         2.03685706 1.25573396 1.25573396 0.        ]]",
